country,year,gdp_nominal
EGY,1996,71.118
EGY,1997,79.777
EGY,1998,89.189
EGY,1999,95.039
EGY,2000,104.752
EGY,2001,102.273
EGY,2002,90.261
EGY,2003,85.163
EGY,2004,82.855
EGY,2005,94.127
EGY,2006,112.902
EGY,2007,137.055
EGY,2008,170.797
EGY,2009,198.316
EGY,2010,230.024
EGY,2011,247.726
EGY,2012,294.482
EGY,2013,303.194
EGY,2014,321.634
EGY,2015,350.119
EGY,2016,351.443
EGY,2017,246.826
EGY,2018,263.156
EGY,2019,317.894
EGY,2020,382.525
EGY,2021,423.3
EGY,2022,475.231
EGY,2023,393.828
EGY,2024,380.044
EGY,2025,345.874
SLV,1980,3.912
SLV,1981,3.449
SLV,1982,3.406
SLV,1983,3.261
SLV,1984,2.385
SLV,1985,2.319
SLV,1986,2.335
SLV,1987,2.374
SLV,1988,2.771
SLV,1989,3.167
SLV,1990,4.818
SLV,1991,5.252
SLV,1992,5.813
SLV,1993,6.68
SLV,1994,7.679
SLV,1995,8.922
SLV,1996,9.586
SLV,1997,10.222
SLV,1998,10.937
SLV,1999,11.284
SLV,2000,11.785
SLV,2001,12.283
SLV,2002,12.664
SLV,2003,13.244
SLV,2004,13.725
SLV,2005,14.698
SLV,2006,16
SLV,2007,17.012
SLV,2008,17.987
SLV,2009,17.602
SLV,2010,18.448
SLV,2011,20.284
SLV,2012,21.386
SLV,2013,21.991
SLV,2014,22.593
SLV,2015,23.438
SLV,2016,24.191
SLV,2017,24.979
SLV,2018,26.021
SLV,2019,26.881
SLV,2020,24.921
SLV,2021,29.043
SLV,2022,31.989
SLV,2023,34.016
SLV,2024,35.848
SLV,2025,37.843
GNQ,1980,0.032
GNQ,1981,0.03
GNQ,1982,0.035
GNQ,1983,0.04
GNQ,1984,0.044
GNQ,1985,0.074
GNQ,1986,0.091
GNQ,1987,0.111
GNQ,1988,0.119
GNQ,1989,0.105
GNQ,1990,0.133
GNQ,1991,0.132
GNQ,1992,0.16
GNQ,1993,0.162
GNQ,1994,0.12
GNQ,1995,0.169
GNQ,1996,0.276
GNQ,1997,0.526
GNQ,1998,0.44
GNQ,1999,0.738
GNQ,2000,1.159
GNQ,2001,1.674
GNQ,2002,2.07
GNQ,2003,3.733
GNQ,2004,5.935
GNQ,2005,8.191
GNQ,2006,10.096
GNQ,2007,13.091
GNQ,2008,19.828
GNQ,2009,15.072
GNQ,2010,16.328
GNQ,2011,21.354
GNQ,2012,22.403
GNQ,2013,21.949
GNQ,2014,21.771
GNQ,2015,13.187
GNQ,2016,11.238
GNQ,2017,12.197
GNQ,2018,13.309
GNQ,2019,11.365
GNQ,2020,9.908
GNQ,2021,12.222
GNQ,2022,13.516
GNQ,2023,11.975
GNQ,2024,12.884
GNQ,2025,12.918
ERI,1992,0.606
ERI,1993,0.374
ERI,1994,0.433
ERI,1995,0.483
ERI,1996,0.579
ERI,1997,0.594
ERI,1998,0.626
ERI,1999,0.614
ERI,2000,0.547
ERI,2001,0.582
ERI,2002,0.564
ERI,2003,0.673
ERI,2004,0.858
ERI,2005,0.85
ERI,2006,0.937
ERI,2007,1.02
ERI,2008,0.923
ERI,2009,1.297
ERI,2010,1.59
ERI,2011,2.065
ERI,2012,2.255
ERI,2013,1.958
ERI,2014,2.604
ERI,2015,2.016
ERI,2016,2.213
ERI,2017,1.904
ERI,2018,2.006
ERI,2019,1.982
EST,1993,1.791
EST,1994,2.507
EST,1995,3.909
EST,1996,4.785
EST,1997,5.16
EST,1998,5.678
EST,1999,5.771
EST,2000,5.707
EST,2001,6.274
EST,2002,7.393
EST,2003,9.894
EST,2004,12.161
EST,2005,14.129
EST,2006,17.049
EST,2007,22.478
EST,2008,24.434
EST,2009,19.694
EST,2010,19.569
EST,2011,23.3
EST,2012,23.252
EST,2013,25.451
EST,2014,27.063
EST,2015,23.314
EST,2016,24.554
EST,2017,27.46
EST,2018,31.237
EST,2019,31.877
EST,2020,31.791
EST,2021,37.222
EST,2022,38.401
EST,2023,41.297
EST,2024,43.044
EST,2025,45.309
ETH,1980,7.385
ETH,1981,7.578
ETH,1982,7.973
ETH,1983,8.863
ETH,1984,8.375
ETH,1985,9.808
ETH,1986,10.188
ETH,1987,10.89
ETH,1988,11.285
ETH,1989,11.872
ETH,1990,12.595
ETH,1991,13.928
ETH,1992,14.696
ETH,1993,9.143
ETH,1994,8.135
ETH,1995,7.887
ETH,1996,8.794
ETH,1997,8.621
ETH,1998,7.815
ETH,1999,7.515
ETH,2000,8.167
ETH,2001,8.103
ETH,2002,7.828
ETH,2003,8.604
ETH,2004,10.122
ETH,2005,12.387
ETH,2006,15.31
ETH,2007,19.329
ETH,2008,26.25
ETH,2009,28.672
ETH,2010,26.887
ETH,2011,30.48
ETH,2012,42.221
ETH,2013,46.544
ETH,2014,54.165
ETH,2015,63.081
ETH,2016,72.12
ETH,2017,76.841
ETH,2018,80.207
ETH,2019,92.608
ETH,2020,96.611
ETH,2021,99.269
ETH,2022,118.968
ETH,2023,159.747
ETH,2024,145.031
ETH,2025,120.913
FJI,1980,1.303
FJI,1981,1.339
FJI,1982,1.293
FJI,1983,1.217
FJI,1984,1.276
FJI,1985,1.236
FJI,1986,1.398
FJI,1987,1.276
FJI,1988,1.202
FJI,1989,1.281
FJI,1990,1.448
FJI,1991,1.5
FJI,1992,1.659
FJI,1993,1.772
FJI,1994,1.977
FJI,1995,2.134
FJI,1996,2.307
FJI,1997,2.268
FJI,1998,1.795
FJI,1999,2.104
FJI,2000,1.824
FJI,2001,1.798
FJI,2002,1.996
FJI,2003,2.509
FJI,2004,2.954
FJI,2005,3.257
FJI,2006,3.361
FJI,2007,3.688
FJI,2008,3.816
FJI,2009,3.106
FJI,2010,3.402
FJI,2011,4.094
FJI,2012,4.303
FJI,2013,4.539
FJI,2014,4.857
FJI,2015,4.682
FJI,2016,4.93
FJI,2017,5.353
FJI,2018,5.581
FJI,2019,5.444
FJI,2020,4.432
FJI,2021,4.305
FJI,2022,4.97
FJI,2023,5.442
FJI,2024,5.773
FJI,2025,6.081
FIN,1980,53.714
FIN,1981,52.62
FIN,1982,53.111
FIN,1983,51.056
FIN,1984,53.032
FIN,1985,56.223
FIN,1986,73.652
FIN,1987,91.775
FIN,1988,109.255
FIN,1989,119.106
FIN,1990,141.726
FIN,1991,128.215
FIN,1992,113.139
FIN,1993,89.177
FIN,1994,103.621
FIN,1995,134.21
FIN,1996,132.046
FIN,1997,127.027
FIN,1998,134.164
FIN,1999,135.369
FIN,2000,126.023
FIN,2001,129.521
FIN,2002,140.262
FIN,2003,171.57
FIN,2004,197.369
FIN,2005,204.973
FIN,2006,217.056
FIN,2007,256.39
FIN,2008,285.667
FIN,2009,253.206
FIN,2010,249.633
FIN,2011,275.079
FIN,2012,257.606
FIN,2013,270.272
FIN,2014,273.549
FIN,2015,233.234
FIN,2016,238.712
FIN,2017,253.757
FIN,2018,273.993
FIN,2019,267.044
FIN,2020,269.784
FIN,2021,294.419
FIN,2022,280.462
FIN,2023,295.618
FIN,2024,306.083
FIN,2025,319.989
FRA,1980,695.475
FRA,1981,612.552
FRA,1982,581.254
FRA,1983,555.956
FRA,1984,526.671
FRA,1985,551.596
FRA,1986,766.302
FRA,1987,927.257
FRA,1988,1012.843
FRA,1989,1017.702
FRA,1990,1260.874
FRA,1991,1263.244
FRA,1992,1392.563
FRA,1993,1315.795
FRA,1994,1388.477
FRA,1995,1596.25
FRA,1996,1599.248
FRA,1997,1451.058
FRA,1998,1498.974
FRA,1999,1488.392
FRA,2000,1361.56
FRA,2001,1370.386
FRA,2002,1491.373
FRA,2003,1834.637
FRA,2004,2108.835
FRA,2005,2193.358
FRA,2006,2317.985
FRA,2007,2656.13
FRA,2008,2926.483
FRA,2009,2697.144
FRA,2010,2648.391
FRA,2011,2869.903
FRA,2012,2684.706
FRA,2013,2816.119
FRA,2014,2861.973
FRA,2015,2442.731
FRA,2016,2469.726
FRA,2017,2587.955
FRA,2018,2782.838
FRA,2019,2723.094
FRA,2020,2645.806
FRA,2021,2968.405
FRA,2022,2798.502
FRA,2023,3052.712
FRA,2024,3174.099
FRA,2025,3283.429
GAB,1980,4.559
GAB,1981,4.111
GAB,1982,3.853
GAB,1983,3.689
GAB,1984,3.547
GAB,1985,3.736
GAB,1986,4.889
GAB,1987,3.699
GAB,1988,4.079
GAB,1989,4.458
GAB,1990,6.339
GAB,1991,5.754
GAB,1992,5.955
GAB,1993,5.757
GAB,1994,4.463
GAB,1995,5.281
GAB,1996,6.064
GAB,1997,5.673
GAB,1998,4.774
GAB,1999,4.966
GAB,2000,5.397
GAB,2001,5.023
GAB,2002,5.332
GAB,2003,6.51
GAB,2004,7.767
GAB,2005,9.468
GAB,2006,10.164
GAB,2007,12.457
GAB,2008,15.57
GAB,2009,12.188
GAB,2010,14.384
GAB,2011,18.207
GAB,2012,17.181
GAB,2013,17.596
GAB,2014,18.209
GAB,2015,14.385
GAB,2016,14.02
GAB,2017,14.924
GAB,2018,16.83
GAB,2019,16.875
GAB,2020,15.364
GAB,2021,19.455
GAB,2022,20.485
GAB,2023,20.059
GAB,2024,20.897
GAB,2025,20.974
GMB,1980,0.606
GMB,1981,0.579
GMB,1982,0.548
GMB,1983,0.551
GMB,1984,0.396
GMB,1985,0.482
GMB,1986,0.376
GMB,1987,0.504
GMB,1988,0.585
GMB,1989,0.614
GMB,1990,0.721
GMB,1991,0.76
GMB,1992,0.82
GMB,1993,0.878
GMB,1994,0.87
GMB,1995,0.909
GMB,1996,0.949
GMB,1997,0.983
GMB,1998,1.009
GMB,1999,1.036
GMB,2000,1.01
GMB,2001,1.002
GMB,2002,0.887
GMB,2003,0.843
GMB,2004,0.962
GMB,2005,1.028
GMB,2006,1.054
GMB,2007,1.28
GMB,2008,1.562
GMB,2009,1.45
GMB,2010,1.543
GMB,2011,1.41
GMB,2012,1.415
GMB,2013,1.376
GMB,2014,1.229
GMB,2015,1.355
GMB,2016,1.47
GMB,2017,1.498
GMB,2018,1.662
GMB,2019,1.806
GMB,2020,1.809
GMB,2021,2.045
GMB,2022,2.161
GMB,2023,2.361
GMB,2024,2.693
GMB,2025,3.014
GEO,1991,NA
GEO,1992,NA
GEO,1993,NA
GEO,1994,0.85
GEO,1995,1.961
GEO,1996,3.148
GEO,1997,3.608
GEO,1998,3.73
GEO,1999,2.898
GEO,2000,3.144
GEO,2001,3.311
GEO,2002,3.493
GEO,2003,4.103
GEO,2004,5.269
GEO,2005,6.59
GEO,2006,7.979
GEO,2007,10.458
GEO,2008,13.158
GEO,2009,11.069
GEO,2010,12.425
GEO,2011,15.475
GEO,2012,16.894
GEO,2013,17.516
GEO,2014,17.966
GEO,2015,15.223
GEO,2016,15.445
GEO,2017,16.472
GEO,2018,17.905
GEO,2019,17.645
GEO,2020,16.013
GEO,2021,18.849
GEO,2022,24.985
GEO,2023,30.536
GEO,2024,33.191
GEO,2025,35.908
GER,1980,856.833
GER,1981,720.895
GER,1982,696.088
GER,1983,694.447
GER,1984,654.289
GER,1985,663.459
GER,1986,947.583
GER,1987,1179.165
GER,1988,1271.263
GER,1989,1262
GER,1990,1604.497
GER,1991,1882.489
GER,1992,2146.14
GER,1993,2080.092
GER,1994,2220.165
GER,1995,2595.269
GER,1996,2507.448
GER,1997,2221.504
GER,1998,2250.847
GER,1999,2216.072
GER,2000,1967.85
GER,2001,1966.395
GER,2002,2100.865
GER,2003,2534.081
GER,2004,2851.023
GER,2005,2894.992
GER,2006,3046.47
GER,2007,3484.467
GER,2008,3808.369
GER,2009,3476.022
GER,2010,3470.987
GER,2011,3824.155
GER,2012,3600.175
GER,2013,3808.142
GER,2014,3966.823
GER,2015,3423.915
GER,2016,3536.808
GER,2017,3761.764
GER,2018,4053.846
GER,2019,3957.645
GER,2020,3936.989
GER,2021,4351.188
GER,2022,4166.872
GER,2023,4527.009
GER,2024,4710.032
GER,2025,4921.563
GHA,1980,37.35
GHA,1981,60.694
GHA,1982,70.406
GHA,1983,47.317
GHA,1984,17.113
GHA,1985,15.255
GHA,1986,14.072
GHA,1987,11.777
GHA,1988,12.523
GHA,1989,12.733
GHA,1990,14.749
GHA,1991,16.506
GHA,1992,16.312
GHA,1993,13.348
GHA,1994,12.32
GHA,1995,14.61
GHA,1996,15.482
GHA,1997,15.794
GHA,1998,17.166
GHA,1999,17.766
GHA,2000,11.47
GHA,2001,12.234
GHA,2002,14.205
GHA,2003,17.528
GHA,2004,20.302
GHA,2005,24.6
GHA,2006,28.883
GHA,2007,34.044
GHA,2008,38.659
GHA,2009,34.601
GHA,2010,43.327
GHA,2011,53.849
GHA,2012,56.854
GHA,2013,63.702
GHA,2014,54.417
GHA,2015,49.437
GHA,2016,56.144
GHA,2017,60.385
GHA,2018,67.274
GHA,2019,68.352
GHA,2020,70.005
GHA,2021,79.599
GHA,2022,73.956
GHA,2023,76.402
GHA,2024,75.307
GHA,2025,75.761
GRC,1980,57.01
GRC,1981,52.605
GRC,1982,54.878
GRC,1983,49.603
GRC,1984,48.329
GRC,1985,47.936
GRC,1986,56.421
GRC,1987,65.682
GRC,1988,76.447
GRC,1989,79.25
GRC,1990,97.963
GRC,1991,105.633
GRC,1992,116.466
GRC,1993,109.022
GRC,1994,116.678
GRC,1995,136.941
GRC,1996,145.872
GRC,1997,143.327
GRC,1998,144.644
GRC,1999,149.412
GRC,2000,132.198
GRC,2001,136.31
GRC,2002,154.455
GRC,2003,202.319
GRC,2004,240.854
GRC,2005,248.012
GRC,2006,273.561
GRC,2007,318.94
GRC,2008,355.87
GRC,2009,330.949
GRC,2010,297.368
GRC,2011,282.946
GRC,2012,242.183
GRC,2013,238.911
GRC,2014,235.519
GRC,2015,195.703
GRC,2016,193.095
GRC,2017,199.774
GRC,2018,212.146
GRC,2019,205.275
GRC,2020,188.329
GRC,2021,214.811
GRC,2022,217.753
GRC,2023,238.275
GRC,2024,252.732
GRC,2025,265.171
GRD,1980,0.111
GRD,1981,0.116
GRD,1982,0.125
GRD,1983,0.132
GRD,1984,0.146
GRD,1985,0.168
GRD,1986,0.188
GRD,1987,0.215
GRD,1988,0.236
GRD,1989,0.267
GRD,1990,0.278
GRD,1991,0.301
GRD,1992,0.31
GRD,1993,0.31
GRD,1994,0.325
GRD,1995,0.342
GRD,1996,0.367
GRD,1997,0.392
GRD,1998,0.446
GRD,1999,0.482
GRD,2000,0.52
GRD,2001,0.52
GRD,2002,0.54
GRD,2003,0.591
GRD,2004,0.599
GRD,2005,0.695
GRD,2006,0.699
GRD,2007,0.759
GRD,2008,0.826
GRD,2009,0.771
GRD,2010,0.771
GRD,2011,0.779
GRD,2012,0.8
GRD,2013,0.843
GRD,2014,0.911
GRD,2015,0.997
GRD,2016,1.062
GRD,2017,1.126
GRD,2018,1.167
GRD,2019,1.213
GRD,2020,1.043
GRD,2021,1.123
GRD,2022,1.231
GRD,2023,1.324
GRD,2024,1.393
GRD,2025,1.479
GTM,1980,7.718
GTM,1981,8.431
GTM,1982,8.539
GTM,1983,8.864
GTM,1984,9.276
GTM,1985,10.951
GTM,1986,5.921
GTM,1987,6.857
GTM,1988,7.426
GTM,1989,8.561
GTM,1990,7.535
GTM,1991,9.174
GTM,1992,10.138
GTM,1993,11.045
GTM,1994,12.482
GTM,1995,14.05
GTM,1996,14.992
GTM,1997,16.982
GTM,1998,18.461
GTM,1999,17.422
GTM,2000,18.124
GTM,2001,19.735
GTM,2002,21.924
GTM,2003,23.092
GTM,2004,24.977
GTM,2005,28.179
GTM,2006,31.308
GTM,2007,35.028
GTM,2008,40.242
GTM,2009,37.997
GTM,2010,41.493
GTM,2011,47.419
GTM,2012,49.902
GTM,2013,52.989
GTM,2014,57.835
GTM,2015,62.18
GTM,2016,66.034
GTM,2017,71.624
GTM,2018,73.331
GTM,2019,77.156
GTM,2020,77.718
GTM,2021,86.467
GTM,2022,95.631
GTM,2023,104.436
GTM,2024,112.369
GTM,2025,120.964
GIN,1980,2.4
GIN,1981,2.381
GIN,1982,2.335
GIN,1983,2.284
GIN,1984,2.327
GIN,1985,2.473
GIN,1986,2.675
GIN,1987,2.84
GIN,1988,3.317
GIN,1989,3.384
GIN,1990,3.71
GIN,1991,4.195
GIN,1992,4.57
GIN,1993,4.562
GIN,1994,4.707
GIN,1995,5.139
GIN,1996,5.316
GIN,1997,5.212
GIN,1998,5.003
GIN,1999,4.798
GIN,2000,4.039
GIN,2001,3.806
GIN,2002,4.022
GIN,2003,4.759
GIN,2004,5.012
GIN,2005,4.506
GIN,2006,4.178
GIN,2007,6.317
GIN,2008,6.966
GIN,2009,6.753
GIN,2010,6.858
GIN,2011,6.775
GIN,2012,7.387
GIN,2013,8.376
GIN,2014,8.777
GIN,2015,8.79
GIN,2016,8.604
GIN,2017,10.325
GIN,2018,11.857
GIN,2019,13.443
GIN,2020,14.089
GIN,2021,16.32
GIN,2022,19.589
GIN,2023,23.005
GIN,2024,25.474
GIN,2025,27.295
GNB,1980,0.289
GNB,1981,0.37
GNB,1982,0.421
GNB,1983,0.475
GNB,1984,0.33
GNB,1985,0.485
GNB,1986,0.474
GNB,1987,0.401
GNB,1988,0.374
GNB,1989,0.449
GNB,1990,0.548
GNB,1991,0.772
GNB,1992,0.846
GNB,1993,0.653
GNB,1994,0.361
GNB,1995,0.778
GNB,1996,0.741
GNB,1997,0.704
GNB,1998,0.592
GNB,1999,0.58
GNB,2000,0.392
GNB,2001,0.413
GNB,2002,0.466
GNB,2003,0.553
GNB,2004,0.582
GNB,2005,0.64
GNB,2006,0.635
GNB,2007,0.753
GNB,2008,0.953
GNB,2009,0.889
GNB,2010,0.941
GNB,2011,1.157
GNB,2012,1.05
GNB,2013,1.11
GNB,2014,1.136
GNB,2015,1.153
GNB,2016,1.245
GNB,2017,1.469
GNB,2018,1.555
GNB,2019,1.487
GNB,2020,1.523
GNB,2021,1.722
GNB,2022,1.721
GNB,2023,2.005
GNB,2024,2.188
GNB,2025,2.355
GUY,1980,0.842
GUY,1981,0.808
GUY,1982,0.692
GUY,1983,0.703
GUY,1984,0.654
GUY,1985,0.697
GUY,1986,0.789
GUY,1987,0.728
GUY,1988,0.828
GUY,1989,0.832
GUY,1990,0.685
GUY,1991,0.744
GUY,1992,0.823
GUY,1993,1.003
GUY,1994,1.176
GUY,1995,1.332
GUY,1996,1.495
GUY,1997,1.587
GUY,1998,1.5
GUY,1999,1.488
GUY,2000,1.497
GUY,2001,1.504
GUY,2002,1.555
GUY,2003,1.592
GUY,2004,1.657
GUY,2005,1.712
GUY,2006,1.899
GUY,2007,2.225
GUY,2008,2.491
GUY,2009,2.596
GUY,2010,2.889
GUY,2011,3.328
GUY,2012,4.063
GUY,2013,4.168
GUY,2014,4.128
GUY,2015,4.28
GUY,2016,4.483
GUY,2017,4.748
GUY,2018,4.788
GUY,2019,5.174
GUY,2020,5.471
GUY,2021,7.662
GUY,2022,14.529
GUY,2023,17.05
GUY,2024,23.033
GUY,2025,24.483
HTI,1980,2.664
HTI,1981,2.932
HTI,1982,3.05
HTI,1983,3.273
HTI,1984,3.627
HTI,1985,4.028
HTI,1986,4.475
HTI,1987,2.205
HTI,1988,1.45
HTI,1989,1.34
HTI,1990,1.706
HTI,1991,1.53
HTI,1992,0.918
HTI,1993,1.107
HTI,1994,3.054
HTI,1995,4.846
HTI,1996,5
HTI,1997,5.748
HTI,1998,6.408
HTI,1999,7.148
HTI,2000,6.81
HTI,2001,6.285
HTI,2002,6.064
HTI,2003,4.866
HTI,2004,6.037
HTI,2005,7.186
HTI,2006,7.507
HTI,2007,9.522
HTI,2008,10.488
HTI,2009,11.598
HTI,2010,11.852
HTI,2011,13.009
HTI,2012,13.709
HTI,2013,14.904
HTI,2014,15.137
HTI,2015,14.831
HTI,2016,13.996
HTI,2017,15.036
HTI,2018,16.454
HTI,2019,14.787
HTI,2020,14.508
HTI,2021,21.017
HTI,2022,19.826
HTI,2023,19.603
HTI,2024,26.274
HTI,2025,30.57
HND,1980,3.968
HND,1981,4.044
HND,1982,4.267
HND,1983,4.477
HND,1984,4.915
HND,1985,5.278
HND,1986,5.678
HND,1987,6.191
HND,1988,6.877
HND,1989,7.877
HND,1990,4.923
HND,1991,4.649
HND,1992,4.944
HND,1993,4.961
HND,1994,4.642
HND,1995,5.415
HND,1996,5.217
HND,1997,5.736
HND,1998,6.366
HND,1999,6.417
HND,2000,7.104
HND,2001,7.568
HND,2002,7.775
HND,2003,8.139
HND,2004,8.769
HND,2005,9.672
HND,2006,10.843
HND,2007,12.276
HND,2008,13.789
HND,2009,14.486
HND,2010,15.73
HND,2011,17.59
HND,2012,18.399
HND,2013,18.37
HND,2014,19.617
HND,2015,20.834
HND,2016,21.564
HND,2017,22.982
HND,2018,23.907
HND,2019,24.711
HND,2020,23.19
HND,2021,27.95
HND,2022,31.233
HND,2023,34.229
HND,2024,36.735
HND,2025,38.983
HKG,1980,28.862
HKG,1981,31.055
HKG,1982,32.291
HKG,1983,29.907
HKG,1984,33.511
HKG,1985,35.7
HKG,1986,41.076
HKG,1987,50.623
HKG,1988,59.708
HKG,1989,68.79
HKG,1990,76.929
HKG,1991,88.96
HKG,1992,104.272
HKG,1993,120.354
HKG,1994,135.812
HKG,1995,144.652
HKG,1996,159.718
HKG,1997,177.349
HKG,1998,168.858
HKG,1999,165.734
HKG,2000,171.643
HKG,2001,169.381
HKG,2002,166.336
HKG,2003,161.37
HKG,2004,169.085
HKG,2005,181.556
HKG,2006,193.515
HKG,2007,211.583
HKG,2008,219.279
HKG,2009,214.048
HKG,2010,228.639
HKG,2011,248.514
HKG,2012,262.629
HKG,2013,275.697
HKG,2014,291.46
HKG,2015,309.386
HKG,2016,320.86
HKG,2017,341.271
HKG,2018,361.731
HKG,2019,363.075
HKG,2020,344.941
HKG,2021,368.954
HKG,2022,358.681
HKG,2023,380.812
HKG,2024,401.751
HKG,2025,422.057
HUN,1980,23.042
HUN,1981,23.629
HUN,1982,24.064
HUN,1983,21.839
HUN,1984,21.174
HUN,1985,21.441
HUN,1986,24.698
HUN,1987,27.144
HUN,1988,29.703
HUN,1989,30.323
HUN,1990,34.366
HUN,1991,34.754
HUN,1992,38.731
HUN,1993,40.125
HUN,1994,43.167
HUN,1995,46.426
HUN,1996,46.659
HUN,1997,47.297
HUN,1998,48.707
HUN,1999,49.073
HUN,2000,47.218
HUN,2001,53.75
HUN,2002,67.609
HUN,2003,85.285
HUN,2004,104.121
HUN,2005,113.211
HUN,2006,115.716
HUN,2007,140.187
HUN,2008,158.326
HUN,2009,131.069
HUN,2010,132.175
HUN,2011,141.942
HUN,2012,128.814
HUN,2013,135.684
HUN,2014,141.034
HUN,2015,125.174
HUN,2016,128.61
HUN,2017,143.112
HUN,2018,160.566
HUN,2019,164.011
HUN,2020,157.289
HUN,2021,182.11
HUN,2022,177.788
HUN,2023,212.464
HUN,2024,228.806
HUN,2025,245.619
ISL,1980,3.434
ISL,1981,3.543
ISL,1982,3.251
ISL,1983,2.793
ISL,1984,2.892
ISL,1985,3.009
ISL,1986,4.014
ISL,1987,5.561
ISL,1988,6.145
ISL,1989,5.7
ISL,1990,6.504
ISL,1991,6.949
ISL,1992,7.105
ISL,1993,6.225
ISL,1994,6.393
ISL,1995,7.124
ISL,1996,7.426
ISL,1997,7.57
ISL,1998,8.504
ISL,1999,8.982
ISL,2000,9.026
ISL,2001,8.235
ISL,2002,9.318
ISL,2003,11.429
ISL,2004,13.825
ISL,2005,16.853
ISL,2006,17.465
ISL,2007,21.653
ISL,2008,18.075
ISL,2009,13.154
ISL,2010,13.751
ISL,2011,15.222
ISL,2012,14.752
ISL,2013,16.125
ISL,2014,17.868
ISL,2015,17.517
ISL,2016,20.793
ISL,2017,24.728
ISL,2018,26.261
ISL,2019,24.681
ISL,2020,21.63
ISL,2021,25.825
ISL,2022,28.77
ISL,2023,31.325
ISL,2024,32.919
ISL,2025,35.378
IND,1980,186.17
IND,1981,193.153
IND,1982,200.035
IND,1983,218.218
IND,1984,211.843
IND,1985,233.52
IND,1986,248.398
IND,1987,278.864
IND,1988,294.479
IND,1989,296.043
IND,1990,320.979
IND,1991,270.105
IND,1992,288.21
IND,1993,279.295
IND,1994,327.275
IND,1995,360.281
IND,1996,392.902
IND,1997,415.895
IND,1998,421.378
IND,1999,458.821
IND,2000,468.396
IND,2001,485.44
IND,2002,514.938
IND,2003,607.701
IND,2004,709.152
IND,2005,820.385
IND,2006,940.26
IND,2007,1216.736
IND,2008,1198.895
IND,2009,1341.889
IND,2010,1675.615
IND,2011,1823.052
IND,2012,1827.637
IND,2013,1856.721
IND,2014,2039.127
IND,2015,2103.588
IND,2016,2294.797
IND,2017,2651.474
IND,2018,2702.93
IND,2019,2835.606
IND,2020,2674.852
IND,2021,3167.271
IND,2022,3353.471
IND,2023,3567.552
IND,2024,3889.13
IND,2025,4271.922
IDN,1980,99.296
IDN,1981,110.848
IDN,1982,113.799
IDN,1983,103.149
IDN,1984,107.218
IDN,1985,107.062
IDN,1986,101.22
IDN,1987,95.214
IDN,1988,107.279
IDN,1989,122.582
IDN,1990,138.258
IDN,1991,154.558
IDN,1992,168.28
IDN,1993,190.913
IDN,1994,213.727
IDN,1995,244.227
IDN,1996,274.722
IDN,1997,260.68
IDN,1998,115.323
IDN,1999,169.158
IDN,2000,179.482
IDN,2001,174.507
IDN,2002,212.807
IDN,2003,255.346
IDN,2004,279.344
IDN,2005,310.92
IDN,2006,396.518
IDN,2007,470.092
IDN,2008,558.291
IDN,2009,578.577
IDN,2010,755.094
IDN,2011,892.969
IDN,2012,917.87
IDN,2013,912.524
IDN,2014,890.815
IDN,2015,860.854
IDN,2016,931.877
IDN,2017,1015.619
IDN,2018,1042.272
IDN,2019,1119.1
IDN,2020,1059.055
IDN,2021,1186.51
IDN,2022,1319.076
IDN,2023,1371.171
IDN,2024,1402.59
IDN,2025,1492.618
IRN,1980,95.846
IRN,1981,101.481
IRN,1982,125.8
IRN,1983,156.927
IRN,1984,161.721
IRN,1985,180.541
IRN,1986,208.928
IRN,1987,277.019
IRN,1988,311.932
IRN,1989,379.427
IRN,1990,581.008
IRN,1991,304.065
IRN,1992,50.472
IRN,1993,64.449
IRN,1994,79.818
IRN,1995,114.941
IRN,1996,158.032
IRN,1997,184.138
IRN,1998,205
IRN,1999,275.092
IRN,2000,366.917
IRN,2001,330.978
IRN,2002,132.682
IRN,2003,158.416
IRN,2004,188.961
IRN,2005,228.428
IRN,2006,272.361
IRN,2007,360.928
IRN,2008,425.699
IRN,2009,440.408
IRN,2010,517.899
IRN,2011,625.43
IRN,2012,421.882
IRN,2013,428.321
IRN,2014,460.809
IRN,2015,408.288
IRN,2016,458.042
IRN,2017,486.829
IRN,2018,332.846
IRN,2019,241.658
IRN,2020,195.528
IRN,2021,289.294
IRN,2022,376.254
IRN,2023,372.82
IRN,2024,434.243
IRN,2025,463.747
IRQ,2000,25.984
IRQ,2001,21.113
IRQ,2002,21.063
IRQ,2003,15.8
IRQ,2004,36.642
IRQ,2005,50.065
IRQ,2006,65.144
IRQ,2007,88.833
IRQ,2008,131.614
IRQ,2009,111.66
IRQ,2010,138.517
IRQ,2011,185.75
IRQ,2012,218.032
IRQ,2013,234.638
IRQ,2014,234.651
IRQ,2015,177.634
IRQ,2016,168.429
IRQ,2017,190.048
IRQ,2018,230.189
IRQ,2019,236.682
IRQ,2020,182.576
IRQ,2021,210.753
IRQ,2022,288.059
IRQ,2023,252.407
IRQ,2024,264.149
IRQ,2025,270.874
IRL,1980,21.425
IRL,1981,20.423
IRL,1982,21.313
IRL,1983,20.618
IRL,1984,19.883
IRL,1985,21.168
IRL,1986,28.516
IRL,1987,33.66
IRL,1988,36.875
IRL,1989,38.03
IRL,1990,48.199
IRL,1991,48.84
IRL,1992,54.911
IRL,1993,51.364
IRL,1994,55.843
IRL,1995,69.26
