country,year,gdp_nominal
IRL,1996,75.928
IRL,1997,82.957
IRL,1998,90.305
IRL,1999,98.993
IRL,2000,100.253
IRL,2001,109.347
IRL,2002,128.505
IRL,2003,164.63
IRL,2004,194.283
IRL,2005,211.993
IRL,2006,232.193
IRL,2007,270.112
IRL,2008,275.417
IRL,2009,236.187
IRL,2010,222.167
IRL,2011,241.295
IRL,2012,227.415
IRL,2013,243.305
IRL,2014,266.857
IRL,2015,302.422
IRL,2016,305.649
IRL,2017,348.411
IRL,2018,395.641
IRL,2019,407.17
IRL,2020,436.205
IRL,2021,531.66
IRL,2022,549.003
IRL,2023,551.554
IRL,2024,560.566
IRL,2025,587.225
ISR,1980,25.071
ISR,1981,26.565
ISR,1982,28.47
ISR,1983,31.752
ISR,1984,30.059
ISR,1985,27.938
ISR,1986,34.394
ISR,1987,41.08
ISR,1988,50.888
ISR,1989,51.777
ISR,1990,61.097
ISR,1991,69.307
ISR,1992,77.446
ISR,1993,77.837
ISR,1994,88.852
ISR,1995,105.553
ISR,1996,115.181
ISR,1997,119.516
ISR,1998,120.586
ISR,1999,121.425
ISR,2000,136.516
ISR,2001,134.99
ISR,2002,125.339
ISR,2003,131.544
ISR,2004,140.162
ISR,2005,147.442
ISR,2006,159.076
ISR,2007,184.706
ISR,2008,221.231
ISR,2009,213.401
ISR,2010,239.679
ISR,2011,268.095
ISR,2012,263.59
ISR,2013,298.469
ISR,2014,315.019
ISR,2015,303.47
ISR,2016,321.942
ISR,2017,358.459
ISR,2018,376.309
ISR,2019,400.941
ISR,2020,413.196
ISR,2021,492.596
ISR,2022,527.694
ISR,2023,513.611
ISR,2024,528.067
ISR,2025,550.905
ITA,1980,479.967
ITA,1981,435.267
ITA,1982,430.169
ITA,1983,446.399
ITA,1984,441.048
ITA,1985,455.457
ITA,1986,645.071
ITA,1987,809.632
ITA,1988,897.006
ITA,1989,932.931
ITA,1990,1164.328
ITA,1991,1229.898
ITA,1992,1305.099
ITA,1993,1049.47
ITA,1994,1082.455
ITA,1995,1177.985
ITA,1996,1315.136
ITA,1997,1246.34
ITA,1998,1274.382
ITA,1999,1256.252
ITA,2000,1150.169
ITA,2001,1172.049
ITA,2002,1280.84
ITA,2003,1582.534
ITA,2004,1811.987
ITA,2005,1866.013
ITA,2006,1958.667
ITA,2007,2222.785
ITA,2008,2417.242
ITA,2009,2207.087
ITA,2010,2146.687
ITA,2011,2306.568
ITA,2012,2099.259
ITA,2013,2153.259
ITA,2014,2173.816
ITA,2015,1845.616
ITA,2016,1886.59
ITA,2017,1970.027
ITA,2018,2100.387
ITA,2019,2019.83
ITA,2020,1905.954
ITA,2021,2180.657
ITA,2022,2104.65
ITA,2023,2301.603
ITA,2024,2376.51
ITA,2025,2459.597
JAM,1980,2.565
JAM,1981,2.817
JAM,1982,3.235
JAM,1983,2.875
JAM,1984,2.119
JAM,1985,1.993
JAM,1986,2.369
JAM,1987,2.672
JAM,1988,3.184
JAM,1989,3.692
JAM,1990,4.663
JAM,1991,4.285
JAM,1992,4.328
JAM,1993,5.44
JAM,1994,5.453
JAM,1995,6.549
JAM,1996,7.394
JAM,1997,8.4
JAM,1998,8.787
JAM,1999,8.887
JAM,2000,9.065
JAM,2001,9.195
JAM,2002,9.719
JAM,2003,9.43
JAM,2004,10.175
JAM,2005,11.233
JAM,2006,11.946
JAM,2007,12.881
JAM,2008,13.743
JAM,2009,12.107
JAM,2010,13.193
JAM,2011,14.413
JAM,2012,14.765
JAM,2013,14.213
JAM,2014,13.865
JAM,2015,14.154
JAM,2016,14.108
JAM,2017,14.755
JAM,2018,15.648
JAM,2019,15.808
JAM,2020,13.885
JAM,2021,14.674
JAM,2022,17.003
JAM,2023,19.315
JAM,2024,20.586
JAM,2025,21.586
JPN,1980,1129.378
JPN,1981,1245.221
JPN,1982,1158.731
JPN,1983,1270.86
JPN,1984,1345.825
JPN,1985,1427.02
JPN,1986,2120.084
JPN,1987,2580.749
JPN,1988,3125.725
JPN,1989,3109.455
JPN,1990,3185.904
JPN,1991,3648.066
JPN,1992,3980.703
JPN,1993,4536.941
JPN,1994,4998.798
JPN,1995,5545.566
JPN,1996,4923.393
JPN,1997,4492.449
JPN,1998,4098.363
JPN,1999,4635.982
JPN,2000,4968.36
JPN,2001,4374.71
JPN,2002,4182.845
JPN,2003,4519.564
JPN,2004,4893.135
JPN,2005,4831.467
JPN,2006,4601.663
JPN,2007,4579.75
JPN,2008,5106.679
JPN,2009,5289.494
JPN,2010,5759.072
JPN,2011,6233.148
JPN,2012,6272.362
JPN,2013,5212.328
JPN,2014,4896.995
JPN,2015,4444.931
JPN,2016,5003.678
JPN,2017,4930.837
JPN,2018,5040.881
JPN,2019,5117.995
JPN,2020,5054.094
JPN,2021,5039.9
JPN,2022,4271.933
JPN,2023,4219.828
JPN,2024,4070.094
JPN,2025,4389.326
JOR,1980,3.932
JOR,1981,4.416
JOR,1982,4.713
JOR,1983,4.953
JOR,1984,5.003
JOR,1985,5.033
JOR,1986,6.445
JOR,1987,6.794
JOR,1988,6.364
JOR,1989,4.279
JOR,1990,4.187
JOR,1991,4.373
JOR,1992,5.403
JOR,1993,5.615
JOR,1994,6.321
JOR,1995,6.759
JOR,1996,7.054
JOR,1997,7.389
JOR,1998,8.163
JOR,1999,8.414
JOR,2000,8.725
JOR,2001,9.268
JOR,2002,9.972
JOR,2003,10.575
JOR,2004,11.771
JOR,2005,13.134
JOR,2006,15.795
JOR,2007,17.957
JOR,2008,22.648
JOR,2009,24.538
JOR,2010,27.134
JOR,2011,29.524
JOR,2012,31.679
JOR,2013,34.503
JOR,2014,36.9
JOR,2015,38.642
JOR,2016,39.949
JOR,2017,41.667
JOR,2018,43.432
JOR,2019,44.566
JOR,2020,43.762
JOR,2021,46.362
JOR,2022,48.722
JOR,2023,50.885
JOR,2024,53.305
JOR,2025,56.113
KAZ,1992,2.875
KAZ,1993,5.152
KAZ,1994,11.881
KAZ,1995,16.639
KAZ,1996,21.035
KAZ,1997,22.166
KAZ,1998,22.135
KAZ,1999,16.87
KAZ,2000,18.292
KAZ,2001,22.153
KAZ,2002,24.637
KAZ,2003,30.834
KAZ,2004,43.152
KAZ,2005,57.125
KAZ,2006,81.003
KAZ,2007,104.85
KAZ,2008,133.442
KAZ,2009,115.309
KAZ,2010,148.047
KAZ,2011,192.626
KAZ,2012,207.999
KAZ,2013,236.635
KAZ,2014,221.416
KAZ,2015,184.388
KAZ,2016,137.289
KAZ,2017,166.806
KAZ,2018,179.34
KAZ,2019,181.667
KAZ,2020,171.082
KAZ,2021,197.112
KAZ,2022,225.529
KAZ,2023,263.372
KAZ,2024,292.553
KAZ,2025,306.629
KEN,1980,13.449
KEN,1981,12.667
KEN,1982,12.196
KEN,1983,11.279
KEN,1984,11.703
KEN,1985,11.646
KEN,1986,13.832
KEN,1987,15.163
KEN,1988,15.721
KEN,1989,15.586
KEN,1990,16.219
KEN,1991,15.315
KEN,1992,15.084
KEN,1993,10.479
KEN,1994,12.546
KEN,1995,15.905
KEN,1996,18.064
KEN,1997,18.3
KEN,1998,20.63
KEN,1999,18.594
KEN,2000,18.206
KEN,2001,18.697
KEN,2002,19.03
KEN,2003,21.391
KEN,2004,22.79
KEN,2005,26.307
KEN,2006,29.668
KEN,2007,36.708
KEN,2008,41.058
KEN,2009,42.347
KEN,2010,45.406
KEN,2011,46.555
KEN,2012,56.407
KEN,2013,61.703
KEN,2014,68.395
KEN,2015,70.37
KEN,2016,74.816
KEN,2017,81.965
KEN,2018,92.211
KEN,2019,100.328
KEN,2020,100.912
KEN,2021,109.875
KEN,2022,114.733
KEN,2023,108.747
KEN,2024,116.321
KEN,2025,116.662
KIR,1980,0.033
KIR,1981,0.035
KIR,1982,0.033
KIR,1983,0.031
KIR,1984,0.034
KIR,1985,0.026
KIR,1986,0.026
KIR,1987,0.03
KIR,1988,0.038
KIR,1989,0.038
KIR,1990,0.037
KIR,1991,0.041
KIR,1992,0.062
KIR,1993,0.059
KIR,1994,0.067
KIR,1995,0.069
KIR,1996,0.081
KIR,1997,0.08
KIR,1998,0.075
KIR,1999,0.077
KIR,2000,0.075
KIR,2001,0.065
KIR,2002,0.075
KIR,2003,0.097
KIR,2004,0.104
KIR,2005,0.114
KIR,2006,0.112
KIR,2007,0.138
KIR,2008,0.15
KIR,2009,0.142
KIR,2010,0.166
KIR,2011,0.196
KIR,2012,0.207
KIR,2013,0.202
KIR,2014,0.201
KIR,2015,0.192
KIR,2016,0.207
KIR,2017,0.223
KIR,2018,0.234
KIR,2019,0.217
KIR,2020,0.224
KIR,2021,0.29
KIR,2022,0.271
KIR,2023,0.279
KIR,2024,0.312
KIR,2025,0.333
KOR,1980,67.729
KOR,1981,75.568
KOR,1982,81.179
KOR,1983,90.93
KOR,1984,101.033
KOR,1985,104.955
KOR,1986,121.056
KOR,1987,153.293
KOR,1988,206.801
KOR,1989,255.847
KOR,1990,293.6
KOR,1991,342.6
KOR,1992,368.356
KOR,1993,406.915
KOR,1994,480.17
KOR,1995,587.059
KOR,1996,632.201
KOR,1997,591.202
KOR,1998,396.682
KOR,1999,515.213
KOR,2000,597.802
KOR,2001,567.655
KOR,2002,649.747
KOR,2003,728.497
KOR,2004,822.583
KOR,2005,971.54
KOR,2006,1094.545
KOR,2007,1220.756
KOR,2008,1093.487
KOR,2009,982.854
KOR,2010,1192.722
KOR,2011,1307.239
KOR,2012,1335.344
KOR,2013,1434.67
KOR,2014,1556.252
KOR,2015,1539.212
KOR,2016,1578.816
KOR,2017,1710.197
KOR,2018,1824.251
KOR,2019,1751.046
KOR,2020,1744.456
KOR,2021,1942.314
KOR,2022,1799.363
KOR,2023,1839.058
KOR,2024,1869.916
KOR,2025,1947.133
KWT,1981,25.249
KWT,1982,21.583
KWT,1983,20.871
KWT,1984,21.7
KWT,1985,21.445
KWT,1986,17.904
KWT,1987,22.368
KWT,1988,20.69
KWT,1989,24.313
KWT,1990,18.293
KWT,1991,10.826
KWT,1992,19.871
KWT,1993,23.955
KWT,1994,24.859
KWT,1995,27.186
KWT,1996,31.491
KWT,1997,30.35
KWT,1998,25.941
KWT,1999,30.126
KWT,2000,37.714
KWT,2001,34.906
KWT,2002,38.129
KWT,2003,47.869
KWT,2004,59.439
KWT,2005,80.799
KWT,2006,101.548
KWT,2007,114.608
KWT,2008,147.391
KWT,2009,105.992
KWT,2010,115.401
KWT,2011,154.02
KWT,2012,174.066
KWT,2013,174.179
KWT,2014,162.695
KWT,2015,114.606
KWT,2016,109.399
KWT,2017,120.688
KWT,2018,138.655
KWT,2019,140.855
KWT,2020,111.048
KWT,2021,148.455
KWT,2022,183.977
KWT,2023,163.716
KWT,2024,161.822
KWT,2025,161.95
KGZ,1992,0.917
KGZ,1993,0.665
KGZ,1994,1.108
KGZ,1995,1.493
KGZ,1996,1.822
KGZ,1997,1.767
KGZ,1998,1.63
KGZ,1999,1.242
KGZ,2000,1.368
KGZ,2001,1.525
KGZ,2002,1.606
KGZ,2003,1.92
KGZ,2004,2.214
KGZ,2005,2.459
KGZ,2006,2.837
KGZ,2007,3.807
KGZ,2008,5.139
KGZ,2009,4.69
KGZ,2010,4.794
KGZ,2011,6.198
KGZ,2012,6.604
KGZ,2013,7.335
KGZ,2014,7.467
KGZ,2015,6.678
KGZ,2016,6.813
KGZ,2017,7.703
KGZ,2018,8.271
KGZ,2019,9.372
KGZ,2020,8.283
KGZ,2021,9.256
KGZ,2022,12.269
KGZ,2023,13.993
KGZ,2024,15.774
KGZ,2025,17.382
LAO,1980,1.913
LAO,1981,1.118
LAO,1982,1.119
LAO,1983,2.047
LAO,1984,2.93
LAO,1985,3.685
LAO,1986,2.577
LAO,1987,1.815
LAO,1988,1.182
LAO,1989,1.46
LAO,1990,1.742
LAO,1991,2.053
LAO,1992,2.354
LAO,1993,2.652
LAO,1994,3.081
LAO,1995,3.579
LAO,1996,3.726
LAO,1997,3.515
LAO,1998,1.334
LAO,1999,1.415
LAO,2000,1.72
LAO,2001,1.757
LAO,2002,1.844
LAO,2003,2.26
LAO,2004,2.651
LAO,2005,3.079
LAO,2006,3.934
LAO,2007,4.757
LAO,2008,5.946
LAO,2009,6.431
LAO,2010,7.506
LAO,2011,8.964
LAO,2012,10.194
LAO,2013,11.972
LAO,2014,13.266
LAO,2015,14.418
LAO,2016,15.904
LAO,2017,17.055
LAO,2018,18.131
LAO,2019,18.77
LAO,2020,18.511
LAO,2021,18.533
LAO,2022,15.121
LAO,2023,14.943
LAO,2024,14.949
LAO,2025,14.44
LVA,1992,1.694
LVA,1993,2.728
LVA,1994,4.533
LVA,1995,5.411
LVA,1996,5.975
LVA,1997,6.529
LVA,1998,7.169
LVA,1999,7.535
LVA,2000,7.963
LVA,2001,8.363
LVA,2002,9.564
LVA,2003,11.777
LVA,2004,14.44
LVA,2005,17.03
LVA,2006,21.589
LVA,2007,31.1
LVA,2008,36.023
LVA,2009,26.48
LVA,2010,23.998
LVA,2011,27.74
LVA,2012,28.191
LVA,2013,30.21
LVA,2014,31.395
LVA,2015,27.266
LVA,2016,28.076
LVA,2017,30.473
LVA,2018,34.445
LVA,2019,34.229
LVA,2020,34.363
LVA,2021,39.469
LVA,2022,40.454
LVA,2023,43.64
LVA,2024,45.521
LVA,2025,48.164
LBN,1980,4.02
LBN,1981,3.843
LBN,1982,2.621
LBN,1983,3.611
LBN,1984,4.269
LBN,1985,3.566
LBN,1986,2.78
LBN,1987,3.254
LBN,1988,3.269
LBN,1989,2.682
LBN,1990,2.801
LBN,1991,4.392
LBN,1992,5.472
LBN,1993,7.435
LBN,1994,8.988
LBN,1995,10.971
LBN,1996,12.824
LBN,1997,15.535
LBN,1998,17.059
LBN,1999,17.174
LBN,2000,17.018
LBN,2001,17.361
LBN,2002,18.837
LBN,2003,19.486
LBN,2004,21.16
LBN,2005,21.497
LBN,2006,22.023
LBN,2007,24.827
LBN,2008,29.119
LBN,2009,35.4
LBN,2010,38.444
LBN,2011,39.927
LBN,2012,44.017
LBN,2013,46.88
LBN,2014,48.095
LBN,2015,49.929
LBN,2016,51.15
LBN,2017,53.03
LBN,2018,54.9
LBN,2019,50.928
LBN,2020,24.976
LBN,2021,19.782
LBN,2022,24.524
LBN,2023,24.023
LSO,1980,0.428
LSO,1981,0.435
LSO,1982,0.362
LSO,1983,0.401
LSO,1984,0.36
LSO,1985,0.288
LSO,1986,0.331
LSO,1987,0.434
LSO,1988,0.496
LSO,1989,0.519
LSO,1990,0.635
LSO,1991,0.743
LSO,1992,0.863
LSO,1993,0.865
LSO,1994,0.915
LSO,1995,1.032
LSO,1996,0.977
LSO,1997,1.027
LSO,1998,0.949
LSO,1999,0.937
LSO,2000,0.922
LSO,2001,0.774
LSO,2002,0.856
LSO,2003,1.256
LSO,2004,1.598
LSO,2005,1.73
LSO,2006,1.72
LSO,2007,1.759
LSO,2008,1.652
LSO,2009,1.937
LSO,2010,2.356
LSO,2011,2.571
LSO,2012,2.465
LSO,2013,2.345
LSO,2014,2.477
LSO,2015,2.202
LSO,2016,2.206
LSO,2017,2.424
LSO,2018,2.472
LSO,2019,2.323
LSO,2020,2.092
LSO,2021,2.427
LSO,2022,2.267
LSO,2023,2.211
LSO,2024,2.297
LSO,2025,2.424
LBR,2000,0.863
LBR,2001,0.904
LBR,2002,0.943
LBR,2003,0.714
LBR,2004,0.897
LBR,2005,0.944
LBR,2006,1.109
LBR,2007,1.344
LBR,2008,1.676
LBR,2009,1.765
LBR,2010,1.966
LBR,2011,2.34
LBR,2012,2.675
LBR,2013,3.044
LBR,2014,3.09
LBR,2015,3.092
LBR,2016,3.256
LBR,2017,3.321
LBR,2018,3.264
LBR,2019,3.08
LBR,2020,3.037
LBR,2021,3.509
LBR,2022,3.974
LBR,2023,4.39
LBR,2024,4.756
LBR,2025,5.051
LBY,1980,40.19
LBY,1981,34.72
LBY,1982,34.616
LBY,1983,32.988
LBY,1984,30.89
LBY,1985,30.384
LBY,1986,24.756
LBY,1987,23.009
LBY,1988,25.87
LBY,1989,27.446
LBY,1990,31.627
LBY,1991,34.995
LBY,1992,35.459
LBY,1993,31.912
LBY,1994,29.719
LBY,1995,33.739
LBY,1996,36.827
LBY,1997,37.702
LBY,1998,30.921
LBY,1999,37.129
LBY,2000,39.498
LBY,2001,35.206
LBY,2002,21.128
LBY,2003,27.026
LBY,2004,34.054
LBY,2005,48.852
LBY,2006,60.094
LBY,2007,68.211
LBY,2008,86.804
LBY,2009,60.767
LBY,2010,75.381
LBY,2011,48.17
LBY,2012,92.542
LBY,2013,75.355
LBY,2014,57.384
LBY,2015,48.718
LBY,2016,49.913
LBY,2017,67.153
LBY,2018,76.682
LBY,2019,69.237
LBY,2020,46.893
LBY,2021,35.216
LBY,2022,43.281
LBY,2023,43.958
LBY,2024,44.812
LBY,2025,47.998
LTU,1995,6.691
LTU,1996,8.376
LTU,1997,10.114
LTU,1998,11.236
LTU,1999,10.969
LTU,2000,11.509
LTU,2001,12.238
LTU,2002,14.261
LTU,2003,18.776
LTU,2004,22.58
LTU,2005,26.115
LTU,2006,30.214
LTU,2007,39.773
LTU,2008,47.931
LTU,2009,37.484
LTU,2010,37.188
LTU,2011,43.597
LTU,2012,42.888
LTU,2013,46.579
LTU,2014,48.619
LTU,2015,41.431
LTU,2016,43.058
LTU,2017,47.706
LTU,2018,53.777
LTU,2019,54.831
LTU,2020,56.873
LTU,2021,66.865
LTU,2022,71.134
LTU,2023,77.844
LTU,2024,82.789
LTU,2025,87.981
LUX,1980,6.434
LUX,1981,5.549
LUX,1982,4.557
LUX,1983,4.473
LUX,1984,4.385
LUX,1985,4.544
LUX,1986,6.611
LUX,1987,8.211
LUX,1988,9.301
LUX,1989,9.903
LUX,1990,12.628
LUX,1991,13.683
LUX,1992,15.328
LUX,1993,15.714
LUX,1994,17.487
LUX,1995,20.571
LUX,1996,20.464
LUX,1997,18.428
LUX,1998,19.263
LUX,1999,21.089
LUX,2000,21.24
LUX,2001,21.388
LUX,2002,23.633
LUX,2003,29.66
LUX,2004,35.049
LUX,2005,37.693
LUX,2006,42.912
LUX,2007,51.593
LUX,2008,58.838
LUX,2009,54.408
LUX,2010,56.26
LUX,2011,61.685
LUX,2012,59.814
LUX,2013,65.204
LUX,2014,68.823
LUX,2015,60.078
LUX,2016,62.2
LUX,2017,65.689
LUX,2018,71.033
LUX,2019,69.898
LUX,2020,73.64
LUX,2021,85.641
LUX,2022,81.706
LUX,2023,85.78
LUX,2024,91.21
LUX,2025,96.993
MAC,2001,6.86
MAC,2002,7.372
MAC,2003,8.247
MAC,2004,10.643
MAC,2005,12.16
MAC,2006,14.874
MAC,2007,18.44
MAC,2008,21.027
MAC,2009,21.588
MAC,2010,28.242
MAC,2011,36.844
MAC,2012,43.19
MAC,2013,51.536
MAC,2014,54.903
MAC,2015,45.048
MAC,2016,45.071
MAC,2017,50.384
MAC,2018,55.191
MAC,2019,55.082
MAC,2020,25.344
MAC,2021,30.969
MAC,2022,24.464
MAC,2023,47.061
MAC,2024,53.447
MAC,2025,59.274
MDG,1980,5.202
MDG,1981,4.759
MDG,1982,4.785
MDG,1983,4.686
MDG,1984,3.906
MDG,1985,3.803
MDG,1986,4.348
MDG,1987,3.213
MDG,1988,3.189
MDG,1989,3.176
MDG,1990,3.931
MDG,1991,3.255
MDG,1992,3.715
MDG,1993,4.063
MDG,1994,3.522
MDG,1995,3.838
MDG,1996,4.932
MDG,1997,4.263
MDG,1998,4.402
MDG,1999,4.278
MDG,2000,4.629
MDG,2001,5.438
MDG,2002,5.352
MDG,2003,6.372
MDG,2004,5.065
MDG,2005,5.859
MDG,2006,6.396
MDG,2007,8.525
MDG,2008,10.725
MDG,2009,9.617
MDG,2010,9.983
MDG,2011,11.552
MDG,2012,11.579
MDG,2013,12.424
MDG,2014,12.523
MDG,2015,11.323
MDG,2016,11.849
MDG,2017,13.176
MDG,2018,13.76
MDG,2019,14.105
MDG,2020,13.051
MDG,2021,14.555
MDG,2022,15.135
MDG,2023,15.79
MDG,2024,17.212
MDG,2025,18.104
MWI,1980,3.022
MWI,1981,3.022
MWI,1982,2.881
MWI,1983,2.986
MWI,1984,2.949
MWI,1985,2.762
MWI,1986,2.883
MWI,1987,2.834
MWI,1988,3.258
MWI,1989,3.715
MWI,1990,4.222
MWI,1991,5.38
MWI,1992,4.394
MWI,1993,5.056
MWI,1994,2.93
MWI,1995,3.412
MWI,1996,5.569
MWI,1997,6.504
MWI,1998,4.275
MWI,1999,4.336
MWI,2000,4.257
MWI,2001,4.178
MWI,2002,4.922
MWI,2003,4.521
MWI,2004,4.895
MWI,2005,5.148
MWI,2006,5.63
MWI,2007,6.24
MWI,2008,7.492
MWI,2009,8.723
MWI,2010,9.796
MWI,2011,11.241
MWI,2012,8.421
MWI,2013,7.648
MWI,2014,8.526
MWI,2015,9.014
MWI,2016,7.733
MWI,2017,8.943
MWI,2018,9.882
MWI,2019,11.031
MWI,2020,11.847
MWI,2021,12.475
MWI,2022,12.531
MWI,2023,12.674
MWI,2024,10.844
MWI,2025,10.784
MYS,1980,26.757
MYS,1981,27.321
MYS,1982,29.278
MYS,1983,32.745
MYS,1984,37.087
MYS,1985,34.09
MYS,1986,30.303
MYS,1987,34.529
MYS,1988,37.845
MYS,1989,41.678
MYS,1990,47.245
MYS,1991,53.519
MYS,1992,64.427
MYS,1993,72.857
MYS,1994,81.156
MYS,1995,96.606
MYS,1996,109.846
MYS,1997,109.116
MYS,1998,78.639
MYS,1999,86.203
MYS,2000,102.149
MYS,2001,101.054
MYS,2002,109.833
MYS,2003,120.025
MYS,2004,135.869
MYS,2005,150.345
MYS,2006,170.41
MYS,2007,202.732
MYS,2008,241.946
MYS,2009,211.847
MYS,2010,258.64
MYS,2011,302.184
MYS,2012,318.909
MYS,2013,327.869
MYS,2014,342.868
MYS,2015,301.355
MYS,2016,301.256
MYS,2017,319.109
MYS,2018,358.783
MYS,2019,365.178
MYS,2020,337.456
MYS,2021,373.785
MYS,2022,407.606
MYS,2023,399.705
MYS,2024,439.748
MYS,2025,488.25
MDV,1980,0.063
MDV,1981,0.073
MDV,1982,0.087
MDV,1983,0.094
MDV,1984,0.113
MDV,1985,0.134
MDV,1986,0.158
MDV,1987,0.149
MDV,1988,0.178
MDV,1989,0.201
MDV,1990,0.231
MDV,1991,0.262
MDV,1992,0.306
MDV,1993,0.346
MDV,1994,0.382
MDV,1995,0.466
MDV,1996,0.527
MDV,1997,0.652
MDV,1998,0.693
MDV,1999,0.756
MDV,2000,0.801
MDV,2001,0.767
MDV,2002,0.828
MDV,2003,1.052
MDV,2004,1.227
MDV,2005,1.163
MDV,2006,1.575
MDV,2007,1.868
MDV,2008,2.272
MDV,2009,2.345
MDV,2010,2.588
MDV,2011,2.629
MDV,2012,2.885
MDV,2013,3.286
MDV,2014,3.69
MDV,2015,4.118
MDV,2016,4.398
MDV,2017,4.809
MDV,2018,5.398
MDV,2019,5.716
MDV,2020,3.706
MDV,2021,5.242
MDV,2022,6.161
MDV,2023,6.573
MDV,2024,6.984
MDV,2025,7.641
MLI,1980,2.031
MLI,1981,1.66
MLI,1982,1.468
MLI,1983,1.418
MLI,1984,1.416
MLI,1985,1.426
MLI,1986,1.981
MLI,1987,2.308
MLI,1988,2.316
MLI,1989,2.827
MLI,1990,3.223
MLI,1991,3.284
MLI,1992,3.372
MLI,1993,3.362
MLI,1994,2.575
MLI,1995,3.337
MLI,1996,3.416
MLI,1997,3.208
MLI,1998,3.328
MLI,1999,3.444
MLI,2000,2.963
MLI,2001,3.468
MLI,2002,3.905
MLI,2003,4.713
MLI,2004,5.452
MLI,2005,6.251
MLI,2006,6.906
MLI,2007,8.157
MLI,2008,9.871
MLI,2009,10.249
MLI,2010,10.698
MLI,2011,12.993
MLI,2012,12.45
MLI,2013,13.243
MLI,2014,14.369
MLI,2015,13.106
MLI,2016,14.022
MLI,2017,15.36
MLI,2018,17.079
MLI,2019,17.281
MLI,2020,17.643
MLI,2021,19.786
MLI,2022,18.322
MLI,2023,20.21
MLI,2024,21.653
MLI,2025,23.214
MLT,1980,1.267
MLT,1981,1.238
MLT,1982,1.17
MLT,1983,1.142
MLT,1984,1.081
MLT,1985,1.095
MLT,1986,1.421
MLT,1987,1.774
MLT,1988,2.013
MLT,1989,2.108
MLT,1990,2.532
MLT,1991,2.754
MLT,1992,3.065
MLT,1993,2.731
MLT,1994,3.024
MLT,1995,3.565
MLT,1996,3.635
MLT,1997,3.68
MLT,1998,3.898
MLT,1999,4.068
MLT,2000,4.298
MLT,2001,4.339
MLT,2002,4.684
MLT,2003,5.465
MLT,2004,6.128
MLT,2005,6.383
MLT,2006,6.783
MLT,2007,7.972
MLT,2008,9.171
MLT,2009,8.76
MLT,2010,9.104
MLT,2011,9.788
MLT,2012,9.616
MLT,2013,10.797
MLT,2014,11.891
MLT,2015,11.342
MLT,2016,12.022
MLT,2017,14.156
MLT,2018,16.161
MLT,2019,16.34
MLT,2020,16.373
MLT,2021,19.732
MLT,2022,19.225
MLT,2023,22.335
MLT,2024,24.397
MLT,2025,26.262
MHL,1997,0.11
MHL,1998,0.112
MHL,1999,0.113
MHL,2000,0.115
MHL,2001,0.123
MHL,2002,0.132
MHL,2003,0.131
MHL,2004,0.133
MHL,2005,0.138
MHL,2006,0.143
MHL,2007,0.15
MHL,2008,0.147
MHL,2009,0.151
MHL,2010,0.161
MHL,2011,0.172
MHL,2012,0.181
MHL,2013,0.186
MHL,2014,0.186
MHL,2015,0.184
MHL,2016,0.202
MHL,2017,0.214
MHL,2018,0.22
MHL,2019,0.233
MHL,2020,0.242
MHL,2021,0.259
MHL,2022,0.253
MHL,2023,0.259
MHL,2024,0.279
MHL,2025,0.294
MRT,1990,1.793
MRT,1991,2.055
MRT,1992,2.164
MRT,1993,1.847
MRT,1994,1.945
MRT,1995,2.092
MRT,1996,2.132
MRT,1997,2.072
MRT,1998,2.027
MRT,1999,1.986
MRT,2000,1.78
MRT,2001,1.746
MRT,2002,1.777
MRT,2003,2.051
MRT,2004,2.362
MRT,2005,2.936
MRT,2006,4.009
MRT,2007,4.328
MRT,2008,5.138
MRT,2009,4.725
MRT,2010,5.637
MRT,2011,6.782
MRT,2012,6.721
MRT,2013,7.331
MRT,2014,6.615
MRT,2015,6.182
MRT,2016,6.414
MRT,2017,6.826
MRT,2018,7.472
MRT,2019,7.894
MRT,2020,8.464
MRT,2021,9.126
MRT,2022,9.564
MRT,2023,10.649
MRT,2024,10.761
MRT,2025,11.08
MUS,1980,1.242
MUS,1981,1.179
MUS,1982,1.131
MUS,1983,1.198
MUS,1984,1.108
MUS,1985,1.122
MUS,1986,1.515
MUS,1987,1.919
MUS,1988,2.225
MUS,1989,2.286
MUS,1990,2.743
MUS,1991,3.017
MUS,1992,3.398
MUS,1993,3.502
MUS,1994,3.887
MUS,1995,4.439
MUS,1996,4.59
MUS,1997,4.31
MUS,1998,4.354
MUS,1999,4.597
MUS,2000,4.935
MUS,2001,4.882
MUS,2002,5.123
MUS,2003,6.155
MUS,2004,6.962
MUS,2005,6.867
MUS,2006,7.123
MUS,2007,8.26
MUS,2008,10.125
MUS,2009,9.252
MUS,2010,10.138
MUS,2011,11.673
MUS,2012,11.826
MUS,2013,12.293
MUS,2014,13.074
MUS,2015,12.007
MUS,2016,12.594
MUS,2017,13.714
MUS,2018,14.736
MUS,2019,14.436
MUS,2020,11.408
MUS,2021,11.484
MUS,2022,12.928
MUS,2023,14.557
MUS,2024,15.89
MUS,2025,16.515
MEX,1980,242.153
MEX,1981,311.012
MEX,1982,225.706
MEX,1983,184.01
MEX,1984,217.001
MEX,1985,230.272
MEX,1986,159.434
MEX,1987,174.84
MEX,1988,213.893
MEX,1989,260.663
MEX,1990,307.613
MEX,1991,368.772
MEX,1992,427.661
MEX,1993,530.226
